id,document_name,link,findspot,scribe,palmprint,chronology,museum_inventory_number,signs,words
1,KN Nc 4470[+]5109,https://liber.cnr.it/tablet/view/1,(L) Arsenal,133,,LM III A2,Herakleion M. 1600 [+] 1604,4,1
3,KN Nc 4474+frr.(3),https://liber.cnr.it/tablet/view/3,(L) Arsenal,133,,LM III A2,Herakleion M. 1458,6,3
4,KN Nc 4475,https://liber.cnr.it/tablet/view/4,(L) Arsenal,133?,,LM III A2,Herakleion M.,2,1
5,KN Nc 4479,https://liber.cnr.it/tablet/view/5,(L) Arsenal,133,,LM III A2,Herakleion M. 1451,5,4
6,KN Nc 4480+8252,https://liber.cnr.it/tablet/view/6,(L) Arsenal,133,,LM III A2,Herakleion M. 1467,4,2
9,KN Nc 4484[+]4488+fr.,https://liber.cnr.it/tablet/view/9,(L) Arsenal,133,,LM III A2,Herakleion M. 1471 [+] 1567,13,5
10,KN Nc 4485,https://liber.cnr.it/tablet/view/10,(L) Arsenal,133,,LM III A2,Herakleion M. 1585,3,1
11,KN Nc 4489+8185+8188+fr.,https://liber.cnr.it/tablet/view/11,(L) Arsenal,133,,LM III A2,Herakleion M. 1576 + 1580 + 1587,6,2
12,KN Nc 4490+5099,https://liber.cnr.it/tablet/view/12,(L) Arsenal,133,,LM III A2,Herakleion M. 1473 + 1562,5,3
4976,PY Fa 16,https://liber.cnr.it/tablet/view/4976,Room 8 (8.3272B),42,,LH III B2,National Archaeological M. Athens 23343,8,7
4977,PY Fa 1195[+]1196,https://liber.cnr.it/tablet/view/4977,X0,,,LH III B2,National Archaeological M. Athens 24042,4,4
4978,PY Fg 253,https://liber.cnr.it/tablet/view/4978,"Room 8 (8.1259, 1342)",1,,LH III B2,National Archaeological M. Athens 23463,11,9
4979,PY Fg 368,https://liber.cnr.it/tablet/view/4979,Room 8 (8.2334 –52),21,,LH III B2,National Archaeological M. Athens 23536,8,5
4980,PY Fg 374,https://liber.cnr.it/tablet/view/4980,Room 8 (8.2345 –74),1?,,LH III B2,National Archaeological M. Athens 23540,12,6
4981,PY Fg 828,https://liber.cnr.it/tablet/view/4981,Room 7 (7.54),1,,LH III B2,National Archaeological M. Athens 23865,6,3
4982,PY Fn 7+1427+fr.,https://liber.cnr.it/tablet/view/4982,Room 8 (8.3261B –62B),SW Area 31,3,,LH III B2,National Archaeological M. Athens 23337,80,42
4983,PY Fn 41+1421+1422+frr.,https://liber.cnr.it/tablet/view/4983,Room 8 (8.2191B –94B),SW Area XXVIIISW,SW Area XXVISW,45,,LH III B2,National Archaeological M. Athens 23359,36,26
4984,PY Fn 50+fr.,https://liber.cnr.it/tablet/view/4984,Room 8 (8.1105B –14B –82B),,,LH III B2,National Archaeological M. Athens 23365,160,75
4985,PY Fn 79+1192,https://liber.cnr.it/tablet/view/4985,Room 8 (8.1303B –15B),X0,45,,LH III B2,National Archaeological M. Athens 23383,154,101
4986,PY Fn 187,https://liber.cnr.it/tablet/view/4986,"Room 8 (8.2289, 2338, 2422 –23, 3341 –42)",2,,LH III B2,National Archaeological M. Athens 23429,193,119
4987,PY Fn 324+1031+1454+frr.(13),https://liber.cnr.it/tablet/view/4987,Room 8 (8.22),,,LH III B2,National Archaeological M. Athens 23505,276,176
4988,PY Fn 837[+]864,https://liber.cnr.it/tablet/view/4988,X1 (X1.55),45,,LH III B2,National Archaeological M. Athens 23872,31,16
4989,PY Fn 867,https://liber.cnr.it/tablet/view/4989,Room 2 (2.26 –73),45,,LH III B2,National Archaeological M. Athens,36,14
4990,PY Fn 918,https://liber.cnr.it/tablet/view/4990,X1 (X1.45),45,,LH III B2,National Archaeological M. Athens 24232,28,28
4991,PY Fn 965,https://liber.cnr.it/tablet/view/4991,"Room 2 (2, 17)",45,,LH III B2,National Archaeological M. Athens 23950,25,25
4992,PY Fn 966,https://liber.cnr.it/tablet/view/4992,Room 2 (2.17),45,,LH III B2,National Archaeological M. Athens 23951,5,5
4993,PY Fn 970,https://liber.cnr.it/tablet/view/4993,Room 2,45,,LH III B2,National Archaeological M. Athens 24234,5,4
4994,PY Fn 972,https://liber.cnr.it/tablet/view/4994,Room 2,45,,LH III B2,National Archaeological M. Athens 23952,1,1
4995,PY Fn 973,https://liber.cnr.it/tablet/view/4995,Room 2,45,,LH III B2,National Archaeological M. Athens 23953,2,2
4996,PY Fn 974,https://liber.cnr.it/tablet/view/4996,Room 2,45,,LH III B2,National Archaeological M. Athens 23954,2,2
4997,PY Fn 975,https://liber.cnr.it/tablet/view/4997,Room 2,45,,LH III B2,National Archaeological M. Athens 23955,14,14
4998,PY Fn 979,https://liber.cnr.it/tablet/view/4998,X2 (X2.35),45,,LH III B2,National Archaeological M. Athens 23958,3,2
4999,PY Fn 989,https://liber.cnr.it/tablet/view/4999,,45,,LH III B2,National Archaeological M. Athens 23965,4,2
5000,PY Fr 343+1213[+]1209,https://liber.cnr.it/tablet/view/5000,Room 38,"Room 41 343 from Room 41 Trench VIB (Palaima 1988, p. 151)","343 from Room 41 Trench VIB (Palaima 1988, p. 151)",4,,LH III B2,National Archaeological M. Athens 23520,20,6
5001,PY Fr 1184,https://liber.cnr.it/tablet/view/5001,X0,2,,LH III B2,National Archaeological M. Athens 24035,30,11
5002,PY Fr 1194,https://liber.cnr.it/tablet/view/5002,"Room 32 near the W corner (Palaima 1988, p. 145, fig. 16)","near the W corner (Palaima 1988, p. 145, fig. 16)",,,LH III B2,National Archaeological M. Athens 24041,5,5
5003,PY Fr 1198,https://liber.cnr.it/tablet/view/5003,"Room 32 in the S corner between and in front of pithoi 1 and 2 (Palaima 1988, p. 145, fig. 16)","in the S corner between and in front of pithoi 1 and 2 (Palaima 1988, p. 145, fig. 16)",2,,LH III B2,National Archaeological M. Athens 24044,6,6
5004,PY Fr 1200,https://liber.cnr.it/tablet/view/5004,"Room 32 in a pottery basket from the W corner (Palaima 1988, p. 145-146)","in a pottery basket from the W corner (Palaima 1988, p. 145-146)",17,,LH III B2,National Archaeological M. Athens 24046,8,3
5005,PY Fr 1201,https://liber.cnr.it/tablet/view/5005,Room 38,17,,LH III B2,National Archaeological M. Athens 24047,9,6
5007,PY Fr 1202,https://liber.cnr.it/tablet/view/5007,Room 38,2,,LH III B2,National Archaeological M. Athens 24048,20,11
5008,PY Fr 1203,https://liber.cnr.it/tablet/view/5008,Room 38,17,,LH III B2,National Archaeological M. Athens 24049,13,8
5009,PY Fr 1204,https://liber.cnr.it/tablet/view/5009,Room 38,4,,LH III B2,National Archaeological M. Athens 24050,11,5
5010,PY Fr 1205,https://liber.cnr.it/tablet/view/5010,Room 38,2,Anonymos II,LH III B2,National Archaeological M. Athens 24051,14,7
5011,PY Fr 1206+1210+1260,https://liber.cnr.it/tablet/view/5011,Room 38,2,,LH III B2,National Archaeological M. Athens 24052,17,8
5012,PY Fr 1207,https://liber.cnr.it/tablet/view/5012,Room 38,41,,LH III B2,National Archaeological M. Athens 24053,12,9
5013,PY Fr 1208,https://liber.cnr.it/tablet/view/5013,Room 38,17,,LH III B2,National Archaeological M. Athens 24054,9,7
5014,PY Fr 1211,https://liber.cnr.it/tablet/view/5014,Room 41,4,,LH III B2,National Archaeological M. Athens 24056,8,5
5015,PY Fr 1212,https://liber.cnr.it/tablet/view/5015,Room 38 or Room 43,or Room 43,4,,LH III B2,National Archaeological M. Athens 24057,3,3
5016,PY Fr 1215,https://liber.cnr.it/tablet/view/5016,Room 23,19,,LH III B2,National Archaeological M. Athens 24059,17,5
5017,PY Fr 1216,https://liber.cnr.it/tablet/view/5017,Room 23,2,,LH III B2,National Archaeological M. Athens 24060,12,6
5018,PY Fr 1217,https://liber.cnr.it/tablet/view/5018,Room 23,18,Anonymos V,LH III B2,National Archaeological M. Athens 24061,26,8
5019,PY Fr 1218,https://liber.cnr.it/tablet/view/5019,Room 23,18,,LH III B2,National Archaeological M. Athens 24062,20,7
5020,PY Fr 1219,https://liber.cnr.it/tablet/view/5020,Room 23,19,,LH III B2,National Archaeological M. Athens 24063,12,5
5021,PY Fr 1220,https://liber.cnr.it/tablet/view/5021,Room 23,2,,LH III B2,National Archaeological M. Athens 24064,25,11
5022,PY Fr 1221,https://liber.cnr.it/tablet/view/5022,Room 23,19,,LH III B2,National Archaeological M. Athens 24065,12,5
5023,PY Fr 1222,https://liber.cnr.it/tablet/view/5023,Room 23,2,,LH III B2,National Archaeological M. Athens 24066,14,5
5024,PY Fr 1223,https://liber.cnr.it/tablet/view/5024,Room 23,,,LH III B2,National Archaeological M. Athens 24067,27,12
5025,PY Fr 1224,https://liber.cnr.it/tablet/view/5025,Room 23,2,,LH III B2,National Archaeological M. Athens 24068,22,8
5026,PY Fr 1225,https://liber.cnr.it/tablet/view/5026,Room 23,18,,LH III B2,National Archaeological M. Athens 24069,20,8
5027,PY Fr 1226,https://liber.cnr.it/tablet/view/5027,Room 23,2,,LH III B2,National Archaeological M. Athens 24070,16,7
5028,PY Fr 1227,https://liber.cnr.it/tablet/view/5028,Room 23,2,,LH III B2,National Archaeological M. Athens 24071,12,6
5029,PY Fr 1228,https://liber.cnr.it/tablet/view/5029,Room 23,2,,LH III B2,National Archaeological M. Athens 24072,10,5
5030,PY Fr 1229,https://liber.cnr.it/tablet/view/5030,Room 23,,Anonymos III,LH III B2,National Archaeological M. Athens 24073,4,4
5031,PY Fr 1230,https://liber.cnr.it/tablet/view/5031,Room 23,,,LH III B2,National Archaeological M. Athens 24074,7,4
5032,PY Fr 1231+fr.,https://liber.cnr.it/tablet/view/5032,Room 23,2,,LH III B2,National Archaeological M. Athens 24075,18,7
5033,PY Fr 1232+fr.,https://liber.cnr.it/tablet/view/5033,Room 23,,,LH III B2,National Archaeological M. Athens 24076,15,6
5034,PY Fr 1233,https://liber.cnr.it/tablet/view/5034,Room 23,2,,LH III B2,National Archaeological M. Athens 24077,9,5
5035,PY Fr 1234,https://liber.cnr.it/tablet/view/5035,Room 23,2,,LH III B2,National Archaeological M. Athens 24078,2,1
5036,PY Fr 1235,https://liber.cnr.it/tablet/view/5036,Room 23,2,,LH III B2,National Archaeological M. Athens 24079,27,11
5037,PY Fr 1236,https://liber.cnr.it/tablet/view/5037,Room 23,2,,LH III B2,National Archaeological M. Athens 24080,20,9
5038,PY Fr 1237+fr.[+]1239,https://liber.cnr.it/tablet/view/5038,Room 23,,,LH III B2,National Archaeological M. Athens 24081,5,4
5039,PY Fr 1238,https://liber.cnr.it/tablet/view/5039,Room 23,2,,LH III B2,National Archaeological M. Athens 24082,8,5
5040,PY Fr 1240,https://liber.cnr.it/tablet/view/5040,Room 23,18,,LH III B2,National Archaeological M. Athens 24083,15,7
5041,PY Fr 1241,https://liber.cnr.it/tablet/view/5041,Room 23,2,,LH III B2,National Archaeological M. Athens 24084,8,6
5042,PY Fr 1242,https://liber.cnr.it/tablet/view/5042,Room 23,18,,LH III B2,National Archaeological M. Athens 24085,9,4
5043,PY Fr 1243,https://liber.cnr.it/tablet/view/5043,Room 23,,,LH III B2,National Archaeological M. Athens 24086,3,3
5044,PY Fr 1244,https://liber.cnr.it/tablet/view/5044,Room 23,,,LH III B2,National Archaeological M. Athens 24087,5,2
5045,PY Fr 1245,https://liber.cnr.it/tablet/view/5045,Room 23,,,LH III B2,National Archaeological M. Athens 24235,5,4
5046,PY Fr 1246,https://liber.cnr.it/tablet/view/5046,Room 23,2,,LH III B2,National Archaeological M. Athens 24088,3,3
5047,PY Fr 1251,https://liber.cnr.it/tablet/view/5047,"Court 63 from SW(S) corner of Trench E(2) (Palaima 1988, p. 169) not far from the entrance gate (PoN I:2, p. 245)","from SW(S) corner of Trench E(2) (Palaima 1988, p. 169) not far from the entrance gate (PoN I:2, p. 245)",2,,LH III B2,National Archaeological M. Athens 24091,5,2
5048,PY Fr 1255,https://liber.cnr.it/tablet/view/5048,Doorway between Rooms 71 and 72,,,LH III B2,National Archaeological M. Athens 24095,7,4
5049,PY Fr 1338,https://liber.cnr.it/tablet/view/5049,"W of Room 103 by larnax Palaima 1988, p. 168, fig. 23:2","Palaima 1988, p. 168, fig. 23:2",,,LH III B2,National Archaeological M. Athens 24159,10,3
5050,PY Fr 1355,https://liber.cnr.it/tablet/view/5050,"W of Room 103 by larnax Palaima 1988, p. 168, fig. 23:2","Palaima 1988, p. 168, fig. 23:2",,,LH III B2,National Archaeological M. Athens 24167,8,4
5052,PY Fr 1479+fr.[+]fr.,https://liber.cnr.it/tablet/view/5052,Room 38,,,LH III B2,National Archaeological M. Athens,4,4
5053,PY Gn 428+1055+frr.(9)[+]1056,https://liber.cnr.it/tablet/view/5053,Room 8 (8.2225),,,LH III B2,National Archaeological M. Athens 23575,40,20
5054,PY Gn 720,https://liber.cnr.it/tablet/view/5054,Room 7 (7.8347),,,LH III B2,National Archaeological M. Athens 23766,19,8
5055,PY Ja 749,https://liber.cnr.it/tablet/view/5055,X1 (X1.84),2,,LH III B2,National Archaeological M. Athens 23791,7,5
5056,PY Ja 1288,https://liber.cnr.it/tablet/view/5056,"Room 99 Palaima 1988, p. 159 and fig. 20:35","Palaima 1988, p. 159 and fig. 20:35",,,LH III B2,National Archaeological M. Athens 23922,11,8
5057,PY Jn 310+frr.,https://liber.cnr.it/tablet/view/5057,Room 8 (8.1381),2,,LH III B2,National Archaeological M. Athens 23494,194,96
5058,PY Jn 320+frr.(34),https://liber.cnr.it/tablet/view/5058,"Room 8 (8.12, 22 –29 –73 –86, 2391)",2,,LH III B2,National Archaeological M. Athens 23502,111,65
5059,PY Jn 389,https://liber.cnr.it/tablet/view/5059,Room 8 (8.2343),2,,LH III B2,National Archaeological M. Athens 23548,178,95
5060,PY Jn 410+413+1065+1067+frr.(9),https://liber.cnr.it/tablet/view/5060,Room 8 (8.22 –25 –56 –73 –84 –85 –86),2,,LH III B2,National Archaeological M. Athens 23563,47,21
5061,PY Jn 415+frr.(3),https://liber.cnr.it/tablet/view/5061,Room 8 (8.2234 –54 –64 –86),2,,LH III B2,National Archaeological M. Athens 23566,109,53
5062,PY Jn 431+433+1058+1154+frr.(6),https://liber.cnr.it/tablet/view/5062,"Room 8 (8.2224 –25 –26 –34 –86, 23 –71)",2,,LH III B2,National Archaeological M. Athens 23576,320,154
5063,PY Jn 478,https://liber.cnr.it/tablet/view/5063,"Room 8 (8.1290 –95, 2109)",2,,LH III B2,National Archaeological M. Athens 23601,80,42
5064,PY Jn 601+1475+frr.(14),https://liber.cnr.it/tablet/view/5064,Room 8 (8.1197),2,,LH III B2,National Archaeological M. Athens 23680,158,87
5065,PY Jn 605+942+FR.+fr.,https://liber.cnr.it/tablet/view/5065,Room 7 (7.4431),X1,2,,LH III B2,National Archaeological M. Athens 23682,119,58
5066,PY Jn 658,https://liber.cnr.it/tablet/view/5066,Room 7 (7.6322),X1 (X1.83),21,,LH III B2,National Archaeological M. Athens 23719,161,97
5067,PY Jn 692,https://liber.cnr.it/tablet/view/5067,Room 7 (7.5431),2,,LH III B2,National Archaeological M. Athens 23746,65,27
5068,PY Jn 693,https://liber.cnr.it/tablet/view/5068,Room 7 (7.5430 –31),2,,LH III B2,National Archaeological M. Athens 23747,102,54
5069,PY Jn 706,https://liber.cnr.it/tablet/view/5069,"Room 7 (7.5432 –46, 7318, 7440)",X1 (X1.44),21,,LH III B2,National Archaeological M. Athens 23757,121,61
5070,PY Jn 725+frr.(35),https://liber.cnr.it/tablet/view/5070,"Room 7 (7.4492, 5308 –19, 5411 –45)",2,,LH III B2,National Archaeological M. Athens 12594,280,132
5071,PY Jn 750,https://liber.cnr.it/tablet/view/5071,X,"X1 (X1.45, 84)",2,,LH III B2,National Archaeological M. Athens 23792,187,113
5072,PY Jn 829,https://liber.cnr.it/tablet/view/5072,Room 8 (8.1303B),"X1 (X1.45, 55)",2,,LH III B2,National Archaeological M. Athens 23866,342,159
5073,PY Jn 832+FR.,https://liber.cnr.it/tablet/view/5073,"X1 (X1, 45)",2,,LH III B2,National Archaeological M. Athens 23869,138,57
5074,PY Jn 845,https://liber.cnr.it/tablet/view/5074,X1 (X1.55),2,,LH III B2,National Archaeological M. Athens 23878,140,75
5075,PY Jn 881+969[+]896[+]fr.,https://liber.cnr.it/tablet/view/5075,"Room 2 (2, 2635)",2,,LH III B2,National Archaeological M. Athens 23904,41,26
5076,PY Jn 927[+]937+frr.(3)[+]939[+]944[+]1164,https://liber.cnr.it/tablet/view/5076,"Room 7 (7.54, 64)",X,"X1 (X1.45, 83)",2,,LH III B2,National Archaeological M. Athens 23931,111,69
5077,PY Jo 438+frr.(3)[+]590,https://liber.cnr.it/tablet/view/5077,"Room 8 (8.2189 –96, 2285)",,,LH III B2,National Archaeological M. Athens 23582,234,131
5078,PY La 622[+]638,https://liber.cnr.it/tablet/view/5078,"Room 6 SW Sector Palaima 1988, p. 137, fig. 13:1 (638 not in situ)","Palaima 1988, p. 137, fig. 13:1 (638 not in situ)",13,,LH III B2,National Archaeological M. Athens 23691,24,13
5079,PY La 623[+]625,https://liber.cnr.it/tablet/view/5079,"Room 6 SW Sector Palaima 1988, p. 137, fig. 13:2,4","Palaima 1988, p. 137, fig. 13:2,4",13,,LH III B2,National Archaeological M. Athens 23692,13,6
5080,PY La 624,https://liber.cnr.it/tablet/view/5080,"Room 6 SW Sector Palaima 1988, p. 137, fig. 13:3","Palaima 1988, p. 137, fig. 13:3",13,,LH III B2,National Archaeological M. Athens 23693,4,2
5081,PY La 626,https://liber.cnr.it/tablet/view/5081,"Room 6 SW Sector Palaima 1988, p. 137, fig. 13:5","Palaima 1988, p. 137, fig. 13:5",13,,LH III B2,National Archaeological M. Athens 23694,15,11
5082,PY La 627,https://liber.cnr.it/tablet/view/5082,"Room 6 SW Sector Palaima 1988, p. 137, fig. 13:6","Palaima 1988, p. 137, fig. 13:6",13,,LH III B2,National Archaeological M. Athens 23695,5,2
5083,PY La 628,https://liber.cnr.it/tablet/view/5083,"Room 6 NW Sector Palaima 1988, p. 137, fig. 13:7","Palaima 1988, p. 137, fig. 13:7",27,,LH III B2,National Archaeological M. Athens 23696,3,3
5084,PY La 630,https://liber.cnr.it/tablet/view/5084,"Room 6 SE Sector Palaima 1988, p. 137, fig. 13:9","Palaima 1988, p. 137, fig. 13:9",13,,LH III B2,National Archaeological M. Athens 23698,13,9
5085,PY La 631,https://liber.cnr.it/tablet/view/5085,"Room 6 SE Sector Palaima 1988, p. 137, fig. 13:10","Palaima 1988, p. 137, fig. 13:10",13,,LH III B2,National Archaeological M. Athens 23699,6,3
5086,PY La 632,https://liber.cnr.it/tablet/view/5086,"Room 6 NE Sector Palaima 1988, p. 137, fig. 13:11","Palaima 1988, p. 137, fig. 13:11",28,,LH III B2,National Archaeological M. Athens 23700,4,2
5087,PY La 633,https://liber.cnr.it/tablet/view/5087,"Room 6 SE Sector Palaima 1988, p. 137, fig. 13:12","Palaima 1988, p. 137, fig. 13:12",13,,LH III B2,National Archaeological M. Athens 23701,3,1
5088,PY La 635,https://liber.cnr.it/tablet/view/5088,"Room 6 NE Sector not in situ (Palaima 1988, p. 137)","not in situ (Palaima 1988, p. 137)",28,,LH III B2,National Archaeological M. Athens 23703,7,2
5089,PY La 640,https://liber.cnr.it/tablet/view/5089,"Room 6 ? not in situ (Palaima 1988, p. 137), from a basket of sherds (PT3, p. xxxi)","? not in situ (Palaima 1988, p. 137), from a basket of sherds (PT3, p. xxxi)",27,,LH III B2,National Archaeological M. Athens 23707,4,4
5090,PY La 994,https://liber.cnr.it/tablet/view/5090,"Room 55-57 possibly (Palaima 1988, pp. 113, 166, 169) (Ua)","possibly (Palaima 1988, pp. 113, 166, 169) (Ua)",,,LH III A,National Archaeological M. Athens 23969,1,1
5091,PY La 1393,https://liber.cnr.it/tablet/view/5091,SW Area 13,13?,,LH III B2,National Archaeological M. Athens 24196,9,5
5092,PY La 1394,https://liber.cnr.it/tablet/view/5092,SW Area 17,,,LH III B2,National Archaeological M. Athens 24197,2,2
5093,PY Ma 90,https://liber.cnr.it/tablet/view/5093,Room 8 (8.1323B –26B),2,,LH III B2,National Archaeological M. Athens 23385,58,42
5094,PY Ma 120[+]121,https://liber.cnr.it/tablet/view/5094,Room 8 (8.1326B –27B –66),2,,LH III B2,National Archaeological M. Athens 23401,42,32
5095,PY Ma 123,https://liber.cnr.it/tablet/view/5095,Room 8 (8.1317B –18B –19B),2,,LH III B2,National Archaeological M. Athens 23402,55,39
5096,PY Ma 124+fr.,https://liber.cnr.it/tablet/view/5096,Room 8 (8.1307B –26B –76),2,,LH III B2,National Archaeological M. Athens 23403,38,28
5097,PY Ma 126,https://liber.cnr.it/tablet/view/5097,Room 8 (8.1317B),2,,LH III B2,National Archaeological M. Athens 23404,27,13
5098,PY Ma 193,https://liber.cnr.it/tablet/view/5098,"Room 8 (8.2320 –65, 3302)",2,,LH III B2,National Archaeological M. Athens 12597,61,43
5099,PY Ma 216+503+FR.,https://liber.cnr.it/tablet/view/5099,Room 8 (8.2304 –28 –56 –64),2,,LH III B2,National Archaeological M. Athens 23446,40,29
5100,PY Ma 221,https://liber.cnr.it/tablet/view/5100,"Room 8 (8.1384 –91, 2322)",2,,LH III B2,National Archaeological M. Athens 23450,42,31
5101,PY Ma 222+fr.,https://liber.cnr.it/tablet/view/5101,Room 8 (8.1385 –87),2,,LH III B2,National Archaeological M. Athens 12590,45,39
5102,PY Ma 225,https://liber.cnr.it/tablet/view/5102,"Room 8 (8.1354 –62 –64 –73, 23)",2,,LH III B2,National Archaeological M. Athens 23452,55,34
5103,PY Ma 244+1504+frr.[+]335,https://liber.cnr.it/tablet/view/5103,"Room 8 (8.1289, 1366 –97, 1450, 2307 –20 –27)",2,,LH III B2,National Archaeological M. Athens 23456,20,16
5104,PY Ma 330+fr.,https://liber.cnr.it/tablet/view/5104,"Room 8 (8.2269, 2383)",2,,LH III B2,National Archaeological M. Athens 23510,30,20
5105,PY Ma 333[+]fr.[+]526+fr.,https://liber.cnr.it/tablet/view/5105,"Room 8 (8.1443, 2269, 3442)",2,,LH III B2,National Archaeological M. Athens 23512,20,16
5106,PY Ma 346+fr.,https://liber.cnr.it/tablet/view/5106,Room 8 (8.2309 –14 –25),2,,LH III B2,National Archaeological M. Athens 23523,43,37
5107,PY Ma 365+frr.(4),https://liber.cnr.it/tablet/view/5107,"Room 8 (8.1397, 2249 –69, 2320 –43 –53)",2,,LH III B2,National Archaeological M. Athens 23535,38,27
5108,PY Ma 378,https://liber.cnr.it/tablet/view/5108,"Room 8 (8.2269, 2344 –74)",2,,LH III B2,National Archaeological M. Athens 23542,55,39
5109,PY Ma 393,https://liber.cnr.it/tablet/view/5109,Room 8 (8.2314 –45 –54),2,,LH III B2,National Archaeological M. Athens 23550,76,56
5110,PY Ma 397+fr.[+]1048,https://liber.cnr.it/tablet/view/5110,"Room 8 (8.12, 2269, 2328 –33 –71 –73)",2,,LH III B2,National Archaeological M. Athens 23554,50,34
5111,PY Mb 1336,https://liber.cnr.it/tablet/view/5111,"Room 97 against the NW wall (Palaima 1988, p. 168)","against the NW wall (Palaima 1988, p. 168)",,,LH III B2,National Archaeological M. Athens 24157,3,3
5112,PY Mb 1363,https://liber.cnr.it/tablet/view/5112,"SW Area LTI from northernmost part of LTI (Palaima 1988, p. 164)","from northernmost part of LTI (Palaima 1988, p. 164)",14,,LH III B2,National Archaeological M. Athens 24170,4,2
5114,PY Mb 1365[+]1386,https://liber.cnr.it/tablet/view/5114,SW Area SW22,SW Area SW26,SW Area SW28,14,,LH III B2,National Archaeological M. Athens 24172,8,4
5115,PY Mb 1366+FR.,https://liber.cnr.it/tablet/view/5115,SW Area IIM,SW Area SW24,14,,LH III B2,National Archaeological M. Athens 24173,5,3
5116,PY Mb 1376[+]1395,https://liber.cnr.it/tablet/view/5116,SW Area 10,"SW Area LTI 1376 from northernmost part of LT I (Palaima 1988, p. 164)","1376 from northernmost part of LT I (Palaima 1988, p. 164)",14,,LH III B2,National Archaeological M. Athens 24182,5,3
5117,PY Mb 1377,https://liber.cnr.it/tablet/view/5117,SW Area SW22,14,,LH III B2,National Archaeological M. Athens 24183,6,3
5118,PY Mb 1378,https://liber.cnr.it/tablet/view/5118,SW Area SW26,14,,LH III B2,National Archaeological M. Athens 24184,4,2
