linear_b,word_type,part_of_speech,inflection,confidence,greek,reasoning
a-ta-o,0,0,0,0.95,,"The word 'a-ta-o' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Ἀνταιος'. The lexicon also indicates that 'a-ta-o' can be a genitive form. The ending '-o' suggests a thematic noun in -o, which is consistent with the genitive singular form of thematic nouns. Therefore, it is classified as a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
a-ta-ma-no-we,0,0,0,0.95,,"The word 'a-ta-ma-no-we' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-we' suggests a thematic noun in -o (the -we syllabogram can be interpreted as -wo, and the -o is the thematic suffix). Therefore, it's classified as a noun with thematic inflection in -o."
a-ta-ma-ta,0,0,1,0.95,,"The lexicon entry states that 'a-ta-ma-ta' is an anthroponym. The word ends in '-a', suggesting it is a thematic noun in -a."
a-ta-ra,3,0,1,0.85,,"The word 'a-ta-ra' is identified as a common noun, referring to a type of vessel. The lexicon entry suggests a connection to ἅντλος 'ship's hold' and ἀντλίον 'bucket'. The ending '-a' suggests a thematic noun in -a."
a-ta-ra-si-o,3,0,0,0.7,,"The word 'a-ta-ra-si-o' is described as 'with no weigh of cooper'. It ends in '-o', suggesting a thematic noun in -o. It is a common word, not a name or place."
a-ta-ti-nu,0,0,0,0.85,,"The word 'a-ta-ti-nu' is identified as an anthroponym based on the lexicon entry provided, which lists it as an anthroponym. The ending '-nu' suggests a thematic noun in -o, as the final vowel is likely preceded by a consonant. Therefore, it is classified as a noun with thematic inflection in -o."
a-ta-tu-ro,0,0,0,0.95,,The word 'a-ta-tu-ro' is identified as an anthroponym based on the lexicon entry. The ending '-ro' suggests a thematic noun in -o.
a-ta-wo,0,0,0,0.9,,"The lexicon entry states that 'a-ta-wo' is an anthroponym and can be the dative of 'a-ta-wo'. The ending '-o' suggests it is a thematic noun in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-te-i-ja-ta,0,0,1,0.7,,"The lexicon entry indicates that 'a-te-i-ja-ta' is an anthroponym. The ending '-a' suggests a thematic inflection in -a, similar to other anthroponyms like 'e-qe-ta'."
a-te-u-ke,3,2,2,0.85,,"The word 'a-te-u-ke' is likely an adjective meaning 'unequipped' based on the provided lexicon and the cognate ἀτευχής. The ending '-ke' doesn't directly correspond to any thematic inflection suffixes (-o, -a). Therefore, it is classified as athematic."
a-te-jo,0,0,0,0.85,,"The word 'a-te-jo' is identified as possibly an anthroponym, meaning 'collector' of sheep. The ending '-o' suggests it is a thematic noun in -o."
a-te-ra-wo,0,0,0,0.9,,"The lexicon entry states that 'a-te-ra-wo' is an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
a-te-re-e-te-jo,3,2,0,0.9,,"The word 'a-te-re-e-te-jo' is described as an adjective in the lexicon. The ending '-jo' suggests a thematic adjective in -o. Therefore, it's classified as a common word (since it describes a bath), an adjective, and with thematic inflection in -o."
a-te-re-te-a,3,2,1,0.85,,"The lexicon entry describes 'a-te-re-te-a' as an adjective describing wheels. The ending '-a' suggests it is a thematic adjective in -a, similar to adjectives and nouns of the first declension in Ancient Greek. Therefore, it is classified as a common word (5), adjective (2), and thematic in -a (1)."
a-te-wo-jo,0,0,0,0.95,,"The word 'a-te-wo-jo' is identified as an anthroponym (person name) in the genitive case, as indicated by the lexicon entry. The ending '-ojo' is a genitive suffix, and it corresponds to the thematic -o declension."
a-ti-ja,3,0,1,0.85,,The word 'a-ti-ja' translates to 'slanting beam'. This is a common noun. The ending '-a' suggests a thematic noun in -a.
a-ti-ja-wo,0,0,0,0.9,,The word 'a-ti-ja-wo' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-o' suggests it is a thematic noun in -o.
a-ti-jo,0,0,0,0.95,,"The word 'a-ti-jo' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-jo' suggests a thematic noun in -o. Therefore, it's classified as a noun with thematic inflection in -o."
a-ti-ke-ne-ja,0,0,1,0.95,,"The word 'a-ti-ke-ne-ja' is identified as a feminine personal name based on the provided lexicon entry, which states it is a 'feminine personal name in -εια'. The ending '-ja' corresponds to the thematic inflection in -a."
a-ti-ri-ja,1,0,1,0.85,,"The lexicon entry suggests 'a-ti-ri-ja' is a toponym. The ending '-ja' corresponds to the thematic -a inflection class for nouns. Therefore, it's classified as a toponym (place name), a noun, and thematic in -a."
a-ti-ro,0,0,0,0.9,,"The word 'a-ti-ro' is identified as an anthroponym (person name) based on the lexicon entry provided: 'anthroponym e-ko-so: KN Dv Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek'. The word ends in '-o', suggesting it is a thematic noun in -o."
a-to,0,0,0,0.9,,"The word 'a-to' is identified as an anthroponym (person name) based on the lexicon entry provided by Chadwick & Ventris, which links it to the ancient Greek word Ἄνθος (Anthos). Anthos is a thematic noun in -o, so the inflection is 0."
a-to-me-ja,0,0,1,0.95,,"The word 'a-to-me-ja' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ja' suggests a thematic noun in -a, similar to feminine names in ancient Greek. Therefore, it's classified as a noun with inflection class 1."
a-to-mo,3,0,0,0.85,,"The word 'a-to-mo' is identified as a common noun, potentially referring to a guild of craftsmen. The ending '-o' suggests it is a thematic noun in -o, aligning with the provided declension table for thematic nouns."
a-to-mo-na,0,0,1,0.95,,"The word 'a-to-mo-na' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-na' suggests a thematic inflection in -a, likely the dative singular form. The lexicon entry confirms it appears in dative context. Therefore, it's classified as a noun with thematic inflection in -a."
a-tu-qo-ta,0,0,1,0.95,,"The lexicon entry states that 'a-tu-qo-ta' is an anthroponym (person name). The word ends in '-a', which suggests a thematic inflection in -a, typical for feminine nouns or masculine nouns in -a."
a-tu-qo-te-ra-to,0,0,0,0.7,,The lexicon entry suggests 'a-tu-qo-te-ra-to' is an anthroponym. The ending '-to' suggests a thematic noun in -o. It is likely a masculine name.
a-wa-ne-u,0,0,2,0.9,,"The word 'a-wa-ne-u' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-u' suggests an athematic inflection, similar to 'a-ke-re-u' and 'ka-ke-u'. Therefore, it's classified as an athematic noun."
a-wa-ra-ka-na,3,0,1,0.85,,"The word 'a-wa-ra-ka-na' is identified as a common noun, possibly referring to an artifact like a ploughshare. The lexicon entry suggests a connection to the word 'αὖλαξ' (aulax), meaning 'furrow'. The ending '-a' suggests a thematic noun in -a."
a-wa-si-ja,1,0,1,0.9,,"The lexicon entry suggests 'a-wa-si-ja' is a toponym. The ending '-ja' corresponds to the thematic inflection in -a, common for place names."
a-wa-ta,0,0,1,0.9,,"The word 'a-wa-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ta' suggests a thematic noun in -a, aligning with the first declension pattern. The cognate ἀήτης further supports this classification."
a-wa-ti-ka-ra,0,0,1,0.95,,"The word 'a-wa-ti-ka-ra' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ra' suggests a thematic noun in -a. Therefore, it is classified as a noun with thematic inflection in -a."
a-we-u-pi,1,0,0,0.9,,"The word 'a-we-u-pi' is identified as a toponym (place name) based on the lexicon entry. The suffix '-pi' is an instrumental/locative suffix and should be ignored for the main classification. Therefore, we consider 'a-we-u'. The lexicon entry states that it is a toponym in the locative or ablative case. The ending '-u' suggests a thematic noun in -o (the -pi suffix is ignored). Therefore, it is classified as a noun with thematic inflection in -o."
a-we-re-e,3,1,-1,0.8,,"The word 'a-we-re-e' is translated as 'exaggerate'. The ending '-e' suggests a verb form, possibly infinitive. Therefore, it is classified as a common word (word_type = 5), a verb (part_of_speech = 1), and inflection is not applicable for verbs (inflection = -1)."
a-wi-je-mo,0,0,0,0.7,,The lexicon entry suggests 'a-wi-je-mo' is an anthroponym. The ending '-o' suggests it is a thematic noun in -o.
a-wo-i-jo,0,0,0,0.9,,"The word 'a-wo-i-jo' is identified as an anthroponym based on the Chadwick & Ventris lexicon entry. The entry explicitly states it is an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
a-wo-ti-jo,0,0,0,0.9,,"The lexicon entry 'anthroponym KN Dd: po-ro' indicates that 'a-wo-ti-jo' is an anthroponym (person name). The word ends in '-jo', which can be considered a variant of the thematic -o suffix, thus classifying it as a thematic noun in -o."
a-ze-ti-ri-ja,3,0,1,0.85,,"The word 'a-ze-ti-ri-ja' is described as a 'description of women' and a variant spelling of 'a-ke-ti-ra2', which is nominative plural feminine. This suggests it's a common noun. The ending '-ja' corresponds to the '-a' ending in the declension table for thematic nouns in -a, especially in the plural nominative/accusative. Therefore, it's classified as a common noun, thematic in -a."
a-ze-to,3,2,0,0.85,,"The word 'a-ze-to' is described as an adjective in Chadwick & Ventris 1973. The ending '-to' suggests a thematic adjective in -o, similar to thematic nouns in -o."
a-dwe-e,0,0,2,0.6,,"The word 'a-dwe-e' does not have a clear cognate in ancient greek. The ending '-e' could suggest an athematic dative singular or nominative/accusative plural. Without a clear cognate or context, it's difficult to determine the word type. I classify it as a noun due to the possible inflectional endings. I classify it as athematic due to the -e ending, which is a possible athematic dative singular ending."
a-phu-ka,2,0,1,0.85,,"The word 'a-phu-ka' is identified by Chadwick & Ventris as an ethnic name in -ān, and potentially the nominative plural in -ānes of a-pu2-ka. Therefore, it is classified as an ethnonym (word_type = 4). The ending '-ka' suggests a thematic noun in -a (inflection = 1). It is a noun (part_of_speech = 0)."
a-*56-da-ro,0,0,0,0.9,,"The lexicon entry indicates that 'a-*56-da-ro' is an anthroponym (person name). The word ends in '-ro', which suggests a thematic noun in -o."
a-*56-no,0,0,0,0.9,,"The word 'a-*56-no' is identified as an anthroponym based on the lexicon entry. The ending '-no' suggests a thematic noun in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-*64-ja,2,0,1,0.95,,"The word 'a-*64-ja' is identified as an ethnonym, specifically referring to 'women of Asia (=Lydia)'. The ending '-ja' suggests a thematic noun in -a, aligning with the provided declension table for nouns and adjectives."
a-*64-jo,0,0,0,0.9,,The word 'a-*64-jo' is identified as an anthroponym based on the lexicon entry provided by Chadwick & Ventris. The ending '-jo' suggests a thematic noun in -o.
a-*79,0,0,2,0.9,,"The word 'a-*79' is identified as an anthroponym based on the lexicon entry provided by Chadwick & Ventris. Since the ending is not a clear -o or -a, and there is no clear thematic vowel, it is classified as athematic. The lexicon entry explicitly states it is an anthroponym."
e-e-ro-pa-jo-qe-ro-sa,0,-1,-1,0.3,,"The word 'e-e-ro-pa-jo-qe-ro-sa' is difficult to classify with certainty. Removing the suffix '-qe' gives 'e-e-ro-pa-jo-ro-sa'. There are no clear cognates or lexicon entries that provide a definitive meaning or grammatical structure. The presence of multiple syllables makes it hard to determine the root and inflection. Therefore, I classify all fields as uncertain."
e-e-to,3,1,-1,0.9,,"The word 'e-e-to' is likely a verb form. Chadwick & Ventris suggest it could be from εἰμί (to be) or ἵημι (to send). The ending '-to' doesn't directly correspond to any specific verb ending in the provided verb suffixes, but the lexicon entry suggests it's a verbal form. Since it's a verb, the inflection is -1."
e-o-te-u,0,0,2,0.9,,"The lexicon entry identifies 'e-o-te-u' as an anthroponym. The ending '-u' suggests an athematic inflection, similar to 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
e-u-da-i-ta,0,0,1,0.9,,"The lexicon entry 'anthroponym KN Dl: OVIS' indicates that 'e-u-da-i-ta' is an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
e-u-mo,0,0,0,0.9,,"The lexicon entry 'anthroponym KN Da: ra-to KN Da: OVIS' indicates that 'e-u-mo' is likely an anthroponym (person name). The word ends in '-o', suggesting a thematic noun in -o."
