linear_b,word_type,part_of_speech,inflection,confidence,reasoning
ko-ru-we,0,0,0,0.9,"The lexicon entry identifies 'ko-ru-we' as a probable anthroponym (person name). The word ends in '-we', which can be interpreted as a thematic -o ending (given the syllabic nature of Linear B and the possibility of an intervening consonant). Therefore, it's classified as a thematic noun in -o."
ko-sa-ma-ne,0,0,1,0.85,"The lexicon entry suggests 'ko-sa-ma-ne' is an anthroponym. The ending '-ne' could be related to the thematic -a declension, considering the possibility of a preceding consonant within the syllable. Therefore, it's classified as a noun (anthroponym), thematic in -a."
ko-sa-ma-to,0,0,0,0.95,"The lexicon entry states that 'ko-sa-ma-to' is an anthroponym. The word ends in '-to', which can be a thematic -o ending. Therefore, it is classified as a thematic noun in -o."
ko-so,0,0,0,0.95,"The lexicon entry identifies 'ko-so' as an anthroponym (person name). The ending '-o' suggests it is a thematic noun in -o, possibly a genitive form. The Chadwick & Ventris lexicon also suggests it could be the genitive of ko-so. Therefore, it's classified as an anthroponym (word_type=0), a noun (part_of_speech=0), and thematic in -o (inflection=0)."
ko-so-ne,0,0,0,0.95,"The word 'ko-so-ne' is identified as an anthroponym (person name) in the lexicon. The ending '-ne' suggests a dative case, and the word is likely a thematic noun in -o, given the cognate 'ko-so' and the dative ending. The dative singular for thematic nouns in -o can be -o, but also -oi, and the -ne ending could be a syllabic variant of one of these suffixes."
ko-so-ni-ja,5,0,1,0.75,"The word 'ko-so-ni-ja' is likely a common noun. The lexicon suggests a connection to 'small shafts' (ἀξόνιον), and the ending '-ja' suggests a thematic noun in -a. The reference to 'a-ko-so-ne' further supports this, as it could be related. Therefore, it is classified as a common noun with thematic inflection in -a."
ko-ta-wo,0,0,0,0.95,"The word 'ko-ta-wo' is identified as an anthroponym (person name) based on the lexicon entry. The word ends in '-o', indicating a thematic noun in -o."
ko-te-ri-ja,5,0,1,0.9,"The word 'ko-te-ri-ja' is identified as a common noun meaning 'hearth utensil'. The ending '-ja' suggests a thematic noun in -a, aligning with the provided declension table for nouns."
ko-te-ro,-1,-1,-1,0.2,"The meaning of 'ko-te-ro' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
ko-ti,0,0,0,0.9,"The lexicon entry for 'ko-ti' in Chadwick & Ventris (1973) indicates it is an anthroponym. The word ends in '-ti', which could be a syllabic representation of a thematic -o ending (e.g., -tio), making it a thematic noun in -o."
ko-to,0,0,0,0.95,"The word 'ko-to' is classified as an anthroponym (person name) based on the lexicon entry provided by Chadwick & Ventris. The word ends in '-o', indicating that it is a thematic noun in -o."
ko-to-ne-ta,5,0,0,0.7,"The word 'ko-to-ne-ta' is interpreted as 'men of the ko-to-na'. 'ko-to-na' likely refers to a plot of land or a specific area. Therefore, 'ko-to-ne-ta' would be a common noun referring to people associated with that area. The ending '-ta' suggests a thematic noun in -a, but since it is preceeded by -ne, it is more likely a thematic noun in -o (plural form -oi). The lexicon entry supports this interpretation."
ko-wi-ro-wo-ko,5,0,0,0.75,"The word 'ko-wi-ro-wo-ko' is interpreted as related to 'make of hollow-ware'. The ending '-o' suggests it is a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection."
ko-za-ro,0,0,0,0.9,"The lexicon entry states that 'ko-za-ro' is an anthroponym. The word ends in '-o', which is a typical ending for thematic nouns in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), with thematic inflection in -o (inflection = 0)."
ku-i-so,0,0,0,0.95,The word 'ku-i-so' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
ku-da-jo-qe,0,0,0,1.0,"The word is 'ku-da-jo-qe'. Removing the suffix '-qe', we have 'ku-da-jo'. According to the lexicon, this is an anthroponym. The ending '-jo' suggests a thematic noun in -o (genitive singular of thematic nouns in -o is -ojo, so -jo can be a truncated form of it)."
ku-da-ma-ro,0,0,0,1.0,"The lexicon entry states that 'ku-da-ma-ro' is an anthroponym (person name). The word ends in '-o', which is a typical ending for thematic nouns in -o. Therefore, it is classified as a noun with thematic inflection in -o."
ku-ja-ro,0,0,0,0.9,"The lexicon entry for 'ku-ja-ro' in Chadwick & Ventris (1973) identifies it as an anthroponym. The word ends in '-ro', which aligns with the thematic -o inflection pattern for nouns. Therefore, it's classified as an anthroponym (word_type=0), a noun (part_of_speech=0), and thematic in -o (inflection=0)."
ku-jo,0,0,0,0.95,"The word 'ku-jo' is identified as an anthroponym (person name) based on the lexicon entry. The word ends in '-o', indicating a thematic noun in -o."
ku-ka-no,0,0,0,0.95,"The lexicon entry states that 'ku-ka-no' is an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it's classified as a thematic noun in -o."
ku-ka-ra-so,0,0,0,0.95,The word 'ku-ka-ra-so' is identified as an anthroponym (person name) according to the lexicon. The ending '-o' suggests it is a thematic noun in -o.
ku-ka-so,0,0,0,0.95,"The lexicon entry states that 'ku-ka-so' is an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it is classified as a thematic noun in -o."
ku-ke-so,0,0,0,0.95,The word 'ku-ke-so' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-o' suggests it is a thematic noun in -o.
ku-ke-to,0,0,0,0.9,The lexicon entry 'anthroponym KN Da: se-to-i-ja? KN Da: OVIS' suggests that 'ku-ke-to' is likely an anthroponym (person name). The ending '-to' suggests a thematic noun in -o.
ku-ko-wi-ra,-1,-1,-1,0.2,"The meaning of 'ku-ko-wi-ra' is obscure according to Chadwick & Ventris. Without a known meaning or cognates, it's impossible to confidently classify its word type, part of speech, or inflection. Therefore, all classifications are uncertain."
ku-mi-so,0,0,0,0.9,"The lexicon entry 'anthroponym KN Da: ra-ja KN Da: OVIS' indicates that 'ku-mi-so' is an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
ku-mo-no,0,0,0,0.95,"The word 'ku-mo-no' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-o' suggests it is a thematic noun in -o, likely in the dative case."
ku-ne-u,0,0,2,0.9,"The word 'ku-ne-u' is identified as an anthroponym (person name) based on the lexicon entry, which states it is derived from an animal name and used as a personal name. The ending '-u' suggests an athematic inflection, similar to other anthroponyms like 'a-ke-re-u' and 'ka-ke-u'."
ku-ni-ta,0,0,1,0.9,"The word 'ku-ni-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ta' suggests a thematic inflection in -a, possibly a dative singular form. The lexicon entry also suggests a dative case."
ku-pa-sa,3,0,1,0.7,"The lexicon entry suggests 'ku-pa-sa' might be a toponym. The ending '-a' suggests a thematic noun in -a. Therefore, I classify it as a toponym (place name) and a thematic noun in -a."
ku-pe-re-te,0,0,2,0.9,"The lexicon entry identifies 'ku-pe-re-te' as an anthroponym (person name). The ending '-te' suggests an athematic inflection. The ancient greek cognate is κυπρητης (kypriotes), meaning 'Cypriot', which is an athematic noun."
ku-pe-te-jo,-1,0,0,0.6,"The word 'ku-pe-te-jo' ends in '-jo'. This ending could potentially be the genitive singular of a thematic noun in -o, or related to a profession. Chadwick & Ventris state that the meaning is obscure. Given the -jo ending, I classify it as a noun with thematic inflection in -o. Without further context, I cannot determine the word type, so I mark it as uncertain."
ku-po,0,0,0,0.9,"The word 'ku-po' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-o' suggests it is a thematic noun in -o, possibly in the dative case."
ku-ri-na-ze-ja,0,0,1,0.85,"The word 'ku-ri-na-ze-ja' is identified as a personal name or title in the dative case according to Chadwick & Ventris. The ending '-ja' suggests a thematic noun in -a, and given the dative case, it aligns with the declension table. Therefore, it's classified as an anthroponym (personal name), a noun, with thematic inflection in -a."
ku-ri-sa-to,0,0,0,0.9,"The lexicon entry for 'ku-ri-sa-to' in Chadwick & Ventris 1973 identifies it as an anthroponym. The word ends in '-to', which can be a thematic -o ending, so it is classified as a thematic noun in -o."
ku-ru-ka,0,0,1,0.95,"The lexicon entry states that 'ku-ru-ka' is an anthroponym (person name). The word ends in '-a', which suggests a thematic inflection in -a."
ku-ru-me-ne-jo,0,0,0,0.85,"The lexicon entry 'Chadwick & Ventris 1973: anthroponym?' suggests this is likely a personal name. The ending '-jo' could be related to the genitive form of thematic nouns in -o (like -ojo, but with a consonant before the -jo). Therefore, I classify it as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0). The question mark in the lexicon indicates some uncertainty, hence the confidence level."
ku-ru-ni-ta,0,0,1,0.85,"The lexicon entry suggests 'ku-ru-ni-ta' is an anthroponym. The ending '-a' suggests it is a thematic noun in -a, similar to other Linear B anthroponyms and nouns of the first declension in Ancient Greek."
ku-ru-no,0,0,0,0.9,"The lexicon entry indicates that 'ku-ru-no' is likely an anthroponym (person name). The ending '-o' suggests it is a thematic noun in -o, possibly a nominative or genitive singular form."
ku-ru-zo,0,0,0,0.85,"The lexicon entry suggests 'ku-ru-zo' is an anthroponym. The ending '-zo' resembles the thematic -o ending, suggesting a thematic noun in -o."
ku-sa-me-ni-jo,0,2,0,0.95,"The word 'ku-sa-me-ni-jo' is identified as a patronymic adjective, meaning it describes someone's lineage or descent. Therefore, it is related to a person's name (anthroponym). Since it's an adjective and ends in '-jo', it is classified as a thematic adjective in -o. The lexicon confirms this classification."
ku-so,0,0,0,0.95,The word 'ku-so' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
ku-so-no,0,0,0,1.0,The word 'ku-so-no' is identified as an anthroponym (person name) according to the lexicon. The ending '-o' suggests it is a thematic noun in -o.
ku-su-a-ta-o,0,0,0,0.9,"The word 'ku-su-a-ta-o' is identified as an anthroponym based on the lexicon entry, which suggests a connection to the anthroponym 'a-ta-o' (Ἀνταῖος). The ending '-o' indicates that it is a thematic noun in -o."
ku-su-qa,-1,-1,-1,0.2,"The lexicon entry suggests that 'ku-su-qa' is likely an error for 'ku-su-to-ro-qa'. Without further information or a clear cognate, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
ku-ta-i-jo,0,0,0,0.9,"The lexicon entry identifies 'ku-ta-i-jo' as an anthroponym (person name). The ending '-jo' suggests a thematic inflection in -o, similar to other thematic nouns. The ancient greek cognates are not provided, but the lexicon entry is enough to classify the word."
ku-ta-i-si,0,0,2,0.95,"The lexicon entry states that 'ku-ta-i-si' is an anthroponym. The ending '-si' suggests a dative plural or a nominative/accusative plural athematic form. Given that it's a name, it's more likely to be a dative plural or a nominative/accusative plural athematic form. Therefore, it is classified as an athematic noun."
ku-ta-si-jo,0,0,0,0.95,"The word 'ku-ta-si-jo' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-jo' suggests a thematic noun in -o, similar to other anthroponyms. The lexicon entry confirms it is related to 'ku-ta-ti-jo', further supporting its classification as an anthroponym."
ku-te-we-so,3,0,0,0.95,"The lexicon entry identifies 'ku-te-we-so' as a toponym (place name). The word ends in '-o', which is a common thematic ending for nouns in Linear B, indicating a thematic noun in -o."
ku-te-ra3,4,2,1,0.95,"The word 'ku-te-ra3' is identified as an ethnic adjective referring to the toponym Κύθηρα (Kythera). The lexicon entry confirms it as a feminine ethnic adjective. The ending '-ra3' corresponds to the thematic -a inflection class for adjectives, similar to nouns in -a."
ku-to,0,0,0,0.95,"The word 'ku-to' is identified as an anthroponym (person name) based on the lexicon entry. The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it is classified as a noun with thematic inflection in -o."
ku-wa-ta,0,0,1,0.85,"The lexicon entry indicates that 'ku-wa-ta' is likely an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
ku-ro2,0,0,0,0.95,"The word 'ku-ro2' is identified as an anthroponym based on the lexicon entry 'anthroponym cf. Κύριος'. The ending '-o' suggests it is a thematic noun in -o. The lexicon also mentions it can be the genitive of ku-ro2, which would still be a noun. Κύριος is a thematic noun in -o."
ku-*63-so,0,0,0,0.9,"The lexicon entry states that 'ku-*63-so' is an anthroponym (person name). The word ends in '-so', which is consistent with a thematic noun in -o."
